id,created_at,updated_at,category_name,position,building_id,name,info,custom_fields,category_id,categories,icon,selected_icon,type,project_id,info_unsafe
536412,2024-01-29T17:42:38.001+00:00,2024-04-18T06:53:29.470+00:00,Fountains,"{'floor_id': 108, 'x': 787.3610311667401, 'y': 695.10645397935, 'lat': 24.44990189202284, 'lng': 54.64289150788813, 'radius': 5, 'georeferences': {'lat': 24.44990189202284, 'lng': 54.64289150788813}, 'cartesians': {'x': 787.3610311667401, 'y': 695.10645397935}}",29,Fountain,,"[{'key': 'X_Data', 'value': '1018'}, {'key': 'priority', 'value': '6'}, {'key': 'name_ar', 'value': 'نافورة'}, {'key': 'info_ar', 'value': ''}]",6245,"[{'id': 6245, 'name': 'Fountains', 'icon_url': '/uploads/poicategory/default.png', 'selected_icon_url': '/uploads/poicategoryselected/default.png', 'name_es': 'Fountains', 'name_en': 'Fountains', 'code': 'fountains_services_&_amenities', 'created_at': '2023-10-31T16:38:53.134+00:00', 'updated_at': '2023-11-15T10:47:04.268+00:00', 'parent_poi_category_id': 6108, 'custom_fields': [{'key': 'name_ar', 'value': 'نوافير'}], 'public': False}]",,,,29,
536407,2024-01-29T17:42:37.992+00:00,2024-04-18T07:02:09.896+00:00,Vending Machines,"{'floor_id': 109, 'x': 612.2155284349977, 'y': 1419.634698476871, 'lat': 24.456418460127033, 'lng': 54.641056630927714, 'radius': 5, 'georeferences': {'lat': 24.456418460127033, 'lng': 54.641056630927714}, 'cartesians': {'x': 612.2155284349977, 'y': 1419.634698476871}}",29,Vending Machine,,"[{'key': 'X_Data', 'value': '1013'}, {'key': 'priority', 'value': '5'}, {'key': 'name_ar', 'value': 'آلات البيع'}, {'key': 'info_ar', 'value': ''}]",6247,"[{'id': 6247, 'name': 'Vending Machines', 'icon_url': '/uploads/poicategory/default.png', 'selected_icon_url': '/uploads/poicategoryselected/default.png', 'name_es': 'Vending Machines', 'name_en': 'Vending Machines', 'code': 'vending_machines_services_&_amenities', 'created_at': '2023-10-31T16:39:59.357+00:00', 'updated_at': '2023-10-31T18:51:30.013+00:00', 'parent_poi_category_id': 6108, 'custom_fields': [{'key': 'name_ar', 'value': 'آلات البيع'}], 'public': False}]",,,,29,
536406,2024-01-29T17:42:37.990+00:00,2024-01-29T17:42:37.990+00:00,Baggage,"{'floor_id': 106, 'x': 543.704782949969, 'y': 834.8893574309399, 'lat': 24.451130573288705, 'lng': 54.64046794270255, 'radius': 5, 'georeferences': {'lat': 24.451130573288705, 'lng': 54.64046794270255}, 'cartesians': {'x': 543.704782949969, 'y': 834.8893574309399}}",29,Baggage Belt 10,,"[{'key': 'X_Data', 'value': '1012'}, {'key': 'priority', 'value': '6'}, {'key': 'name_ar', 'value': 'حزام الأمتعة رقم 10'}, {'key': 'info_ar', 'value': ''}]",6119,"[{'id': 6119, 'name': 'Baggage', 'icon_url': '/uploads/poicategory/default.png', 'selected_icon_url': '/uploads/poicategoryselected/default.png', 'name_es': 'Baggage', 'name_en': 'Baggage', 'code': 'baggage_safety_security_&_accessibility', 'created_at': '2023-10-16T17:13:51.847+00:00', 'updated_at': '2023-10-27T16:36:59.752+00:00', 'parent_poi_category_id': 6107, 'custom_fields': [{'key': 'name_ar', 'value': 'الأمتعة'}], 'public': False}]",,,,29,
536344,2024-01-29T17:42:37.887+00:00,2024-01-29T17:42:37.887+00:00,Boarding Gates,"{'floor_id': 109, 'x': 1324.5914637346468, 'y': 690.5513752299025, 'lat': 24.44993387590216, 'lng': 54.64819001768536, 'radius': 5, 'georeferences': {'lat': 24.44993387590216, 'lng': 54.64819001768536}, 'cartesians': {'x': 1324.5914637346468, 'y': 690.5513752299025}}",29,Gate C36A,,"[{'key': 'X_Data', 'value': '950'}, {'key': 'priority', 'value': '2'}, {'key': 'name_ar', 'value': 'البوابة C36A'}, {'key': 'info_ar', 'value': ''}]",6141,"[{'id': 6141, 'name': 'Boarding Gates', 'icon_url': '/uploads/poicategory/default.png', 'selected_icon_url': '/uploads/poicategoryselected/default.png', 'name_es': 'Boarding Gates', 'name_en': 'Boarding Gates', 'code': 'boarding_gates_travel_&_transit', 'created_at': '2023-10-16T17:13:55.805+00:00', 'updated_at': '2023-10-27T09:30:10.118+00:00', 'parent_poi_category_id': 6112, 'custom_fields': [{'key': 'name_ar', 'value': 'بوابات الصعود إلى الطائرة'}], 'public': False}]",,,,29,
536409,2024-01-29T17:42:37.996+00:00,2024-01-29T17:42:37.996+00:00,Emergency Exits,"{'floor_id': 108, 'x': 828.6707735721551, 'y': 817.5737001568766, 'lat': 24.451013039302055, 'lng': 54.643280674187714, 'radius': 5, 'georeferences': {'lat': 24.451013039302055, 'lng': 54.643280674187714}, 'cartesians': {'x': 828.6707735721551, 'y': 817.5737001568766}}",29,Emergency Exit,,"[{'key': 'X_Data', 'value': '1015'}, {'key': 'priority', 'value': '6'}, {'key': 'name_ar', 'value': 'مخرج طوارئ'}, {'key': 'info_ar', 'value': ''}]",6244,"[{'id': 6244, 'name': 'Emergency Exits', 'icon_url': '/uploads/poicategory/default.png', 'selected_icon_url': '/uploads/poicategoryselected/default.png', 'name_es': 'Emergency Exits', 'name_en': 'Emergency Exits', 'code': 'emergency_exits_safety_security_&_accessibility', 'created_at': '2023-10-31T16:38:09.793+00:00', 'updated_at': '2023-10-31T18:51:13.203+00:00', 'parent_poi_category_id': 6107, 'custom_fields': [{'key': 'name_ar', 'value': 'مخارج الطوارئ'}], 'public': False}]",,,,29,
536410,2024-01-29T17:42:37.998+00:00,2024-01-29T17:42:37.998+00:00,Fountains,"{'floor_id': 108, 'x': 765.9183124736205, 'y': 666.4880113530286, 'lat': 24.449640632210755, 'lng': 54.64268430724173, 'radius': 5, 'georeferences': {'lat': 24.449640632210755, 'lng': 54.64268430724173}, 'cartesians': {'x': 765.9183124736205, 'y': 666.4880113530286}}",29,Fountain,,"[{'key': 'X_Data', 'value': '1016'}, {'key': 'priority', 'value': '6'}, {'key': 'name_ar', 'value': 'نافورة'}, {'key': 'info_ar', 'value': ''}]",6245,"[{'id': 6245, 'name': 'Fountains', 'icon_url': '/uploads/poicategory/default.png', 'selected_icon_url': '/uploads/poicategoryselected/default.png', 'name_es': 'Fountains', 'name_en': 'Fountains', 'code': 'fountains_services_&_amenities', 'created_at': '2023-10-31T16:38:53.134+00:00', 'updated_at': '2023-11-15T10:47:04.268+00:00', 'parent_poi_category_id': 6108, 'custom_fields': [{'key': 'name_ar', 'value': 'نوافير'}], 'public': False}]",,,,29,
536345,2024-01-29T17:42:37.889+00:00,2024-01-29T17:42:37.889+00:00,Boarding Gates,"{'floor_id': 109, 'x': 1395.7239893671103, 'y': 679.4440212491382, 'lat': 24.449843287812843, 'lng': 54.648893133554765, 'radius': 5, 'georeferences': {'lat': 24.449843287812843, 'lng': 54.648893133554765}, 'cartesians': {'x': 1395.7239893671103, 'y': 679.4440212491382}}",29,Gate C40B,,"[{'key': 'X_Data', 'value': '951'}, {'key': 'priority', 'value': '2'}, {'key': 'name_ar', 'value': 'البوابة C40B'}, {'key': 'info_ar', 'value': ''}]",6141,"[{'id': 6141, 'name': 'Boarding Gates', 'icon_url': '/uploads/poicategory/default.png', 'selected_icon_url': '/uploads/poicategoryselected/default.png', 'name_es': 'Boarding Gates', 'name_en': 'Boarding Gates', 'code': 'boarding_gates_travel_&_transit', 'created_at': '2023-10-16T17:13:55.805+00:00', 'updated_at': '2023-10-27T09:30:10.118+00:00', 'parent_poi_category_id': 6112, 'custom_fields': [{'key': 'name_ar', 'value': 'بوابات الصعود إلى الطائرة'}], 'public': False}]",,,,29,
536411,2024-01-29T17:42:37.999+00:00,2024-01-29T17:42:37.999+00:00,Information and meeting points,"{'floor_id': 108, 'x': 905.6539846505776, 'y': 806.498456238034, 'lat': 24.450923537200307, 'lng': 54.644041481108175, 'radius': 5, 'georeferences': {'lat': 24.450923537200307, 'lng': 54.644041481108175}, 'cartesians': {'x': 905.6539846505776, 'y': 806.498456238034}}",29,Departures Board,,"[{'key': 'X_Data', 'value': '1017'}, {'key': 'priority', 'value': '6'}, {'key': 'name_ar', 'value': 'لوحة المغادرون'}, {'key': 'info_ar', 'value': ''}]",6121,"[{'id': 6121, 'name': 'Information and meeting points', 'icon_url': '/uploads/poicategory/default.png', 'selected_icon_url': '/uploads/poicategoryselected/default.png', 'name_es': 'Information and meeting points', 'name_en': 'Information and meeting points', 'code': 'information_and_meeting_points_services_&_amenities', 'created_at': '2023-10-16T17:13:52.215+00:00', 'updated_at': '2023-10-27T09:31:26.903+00:00', 'parent_poi_category_id': 6108, 'custom_fields': [{'key': 'name_ar', 'value': 'مكاتب المعلومات ونقاط الالتقاء'}], 'public': False}]",,,,29,
536413,2024-01-29T17:42:38.002+00:00,2024-01-29T17:42:38.002+00:00,Transfers,"{'floor_id': 108, 'x': 853.9807039606459, 'y': 829.3891310177107, 'lat': 24.451123142596742, 'lng': 54.64352850863408, 'radius': 5, 'georeferences': {'lat': 24.451123142596742, 'lng': 54.64352850863408}, 'cartesians': {'x': 853.9807039606459, 'y': 829.3891310177107}}",29,Transfer,,"[{'key': 'X_Data', 'value': '1019'}, {'key': 'priority', 'value': '2'}, {'key': 'name_ar', 'value': 'تحويل الرحلات'}, {'key': 'info_ar', 'value': ''}]",6129,"[{'id': 6129, 'name': 'Transfers', 'icon_url': '/uploads/poicategory/default.png', 'selected_icon_url': '/uploads/poicategoryselected/default.png', 'name_es': 'Transfers', 'name_en': 'Transfers', 'code': 'transfers_travel_&_transit', 'created_at': '2023-10-16T17:13:53.683+00:00', 'updated_at': '2023-10-27T09:34:11.459+00:00', 'parent_poi_category_id': 6112, 'custom_fields': [{'key': 'name_ar', 'value': 'الترانزيت'}], 'public': False}]",,,,29,
536346,2024-01-29T17:42:37.890+00:00,2024-01-29T17:42:37.890+00:00,Boarding Gates,"{'floor_id': 109, 'x': 255.1715629499367, 'y': 592.4083301960718, 'lat': 24.448902406935538, 'lng': 54.6376586520968, 'radius': 5, 'georeferences': {'lat': 24.448902406935538, 'lng': 54.6376586520968}, 'cartesians': {'x': 255.1715629499367, 'y': 592.4083301960718}}",29,Gate A5A,,"[{'key': 'X_Data', 'value': '952'}, {'key': 'priority', 'value': '2'}, {'key': 'name_ar', 'value': 'البوابة A5A'}, {'key': 'info_ar', 'value': ''}]",6141,"[{'id': 6141, 'name': 'Boarding Gates', 'icon_url': '/uploads/poicategory/default.png', 'selected_icon_url': '/uploads/poicategoryselected/default.png', 'name_es': 'Boarding Gates', 'name_en': 'Boarding Gates', 'code': 'boarding_gates_travel_&_transit', 'created_at': '2023-10-16T17:13:55.805+00:00', 'updated_at': '2023-10-27T09:30:10.118+00:00', 'parent_poi_category_id': 6112, 'custom_fields': [{'key': 'name_ar', 'value': 'بوابات الصعود إلى الطائرة'}], 'public': False}]",,,,29,
536414,2024-01-29T17:42:38.004+00:00,2024-01-29T17:42:38.004+00:00,Toilets,"{'floor_id': 108, 'x': 761.4757904935121, 'y': 675.9632191981806, 'lat': 24.449725561503826, 'lng': 54.64263908936452, 'radius': 5, 'georeferences': {'lat': 24.449725561503826, 'lng': 54.64263908936452}, 'cartesians': {'x': 761.4757904935121, 'y': 675.9632191981806}}",29,Accessible Toilet,,"[{'key': 'X_Data', 'value': '1020'}, {'key': 'priority', 'value': '6'}, {'key': 'name_ar', 'value': 'دورة مياه لذوي الاحتياجات الخاصة'}, {'key': 'info_ar', 'value': ''}]",6114,"[{'id': 6114, 'name': 'Toilets', 'icon_url': '/uploads/poicategory/default.png', 'selected_icon_url': '/uploads/poicategoryselected/default.png', 'name_es': 'Toilets', 'name_en': 'Toilets', 'code': 'toilets_services_&_amenities', 'created_at': '2023-10-16T17:13:50.907+00:00', 'updated_at': '2023-10-27T09:17:49.196+00:00', 'parent_poi_category_id': 6108, 'custom_fields': [{'key': 'name_ar', 'value': 'دورات المياه'}], 'public': False}]",,,,29,
536415,2024-01-29T17:42:38.006+00:00,2024-01-29T17:42:38.006+00:00,Fountains,"{'floor_id': 106, 'x': 692.4697918209121, 'y': 837.8447263409014, 'lat': 24.45117749480121, 'lng': 54.64193453146174, 'radius': 5, 'georeferences': {'lat': 24.45117749480121, 'lng': 54.64193453146174}, 'cartesians': {'x': 692.4697918209121, 'y': 837.8447263409014}}",29,Fountain,,"[{'key': 'X_Data', 'value': '1021'}, {'key': 'priority', 'value': '6'}, {'key': 'name_ar', 'value': 'نافورة'}, {'key': 'info_ar', 'value': ''}]",6245,"[{'id': 6245, 'name': 'Fountains', 'icon_url': '/uploads/poicategory/default.png', 'selected_icon_url': '/uploads/poicategoryselected/default.png', 'name_es': 'Fountains', 'name_en': 'Fountains', 'code': 'fountains_services_&_amenities', 'created_at': '2023-10-31T16:38:53.134+00:00', 'updated_at': '2023-11-15T10:47:04.268+00:00', 'parent_poi_category_id': 6108, 'custom_fields': [{'key': 'name_ar', 'value': 'نوافير'}], 'public': False}]",,,,29,
536416,2024-01-29T17:42:38.007+00:00,2024-01-29T17:42:38.007+00:00,Fountains,"{'floor_id': 106, 'x': 594.0812860998576, 'y': 870.8960445862436, 'lat': 24.451462464781173, 'lng': 54.640959372091814, 'radius': 5, 'georeferences': {'lat': 24.451462464781173, 'lng': 54.640959372091814}, 'cartesians': {'x': 594.0812860998576, 'y': 870.8960445862436}}",29,Fountain,,"[{'key': 'X_Data', 'value': '1022'}, {'key': 'priority', 'value': '6'}, {'key': 'name_ar', 'value': 'نافورة'}, {'key': 'info_ar', 'value': ''}]",6245,"[{'id': 6245, 'name': 'Fountains', 'icon_url': '/uploads/poicategory/default.png', 'selected_icon_url': '/uploads/poicategoryselected/default.png', 'name_es': 'Fountains', 'name_en': 'Fountains', 'code': 'fountains_services_&_amenities', 'created_at': '2023-10-31T16:38:53.134+00:00', 'updated_at': '2023-11-15T10:47:04.268+00:00', 'parent_poi_category_id': 6108, 'custom_fields': [{'key': 'name_ar', 'value': 'نوافير'}], 'public': False}]",,,,29,
536417,2024-01-29T17:42:38.009+00:00,2024-01-29T17:42:38.009+00:00,Toilets,"{'floor_id': 109, 'x': 665.8681090324286, 'y': 951.2953600043534, 'lat': 24.452198007088217, 'lng': 54.64165533780283, 'radius': 5, 'georeferences': {'lat': 24.452198007088217, 'lng': 54.64165533780283}, 'cartesians': {'x': 665.8681090324286, 'y': 951.2953600043534}}",29,Male Toilet,,"[{'key': 'X_Data', 'value': '1023'}, {'key': 'priority', 'value': '5'}, {'key': 'name_ar', 'value': 'دورة مياه للرجال'}, {'key': 'info_ar', 'value': ''}]",6114,"[{'id': 6114, 'name': 'Toilets', 'icon_url': '/uploads/poicategory/default.png', 'selected_icon_url': '/uploads/poicategoryselected/default.png', 'name_es': 'Toilets', 'name_en': 'Toilets', 'code': 'toilets_services_&_amenities', 'created_at': '2023-10-16T17:13:50.907+00:00', 'updated_at': '2023-10-27T09:17:49.196+00:00', 'parent_poi_category_id': 6108, 'custom_fields': [{'key': 'name_ar', 'value': 'دورات المياه'}], 'public': False}]",,,,29,
536418,2024-01-29T17:42:38.011+00:00,2024-01-29T17:42:38.011+00:00,Baby Changing Rooms,"{'floor_id': 109, 'x': 670.538226141458, 'y': 958.648303152888, 'lat': 24.45226501844412, 'lng': 54.641700298583494, 'radius': 5, 'georeferences': {'lat': 24.45226501844412, 'lng': 54.641700298583494}, 'cartesians': {'x': 670.538226141458, 'y': 958.648303152888}}",29,Baby Changing Room,,"[{'key': 'X_Data', 'value': '1024'}, {'key': 'priority', 'value': '6'}, {'key': 'name_ar', 'value': 'مرفق تبديل ملابس الأطفال'}, {'key': 'info_ar', 'value': ''}]",6115,"[{'id': 6115, 'name': 'Baby Changing Rooms', 'icon_url': '/uploads/poicategory/default.png', 'selected_icon_url': '/uploads/poicategoryselected/default.png', 'name_es': 'Baby Changing Rooms', 'name_en': 'Baby Changing Rooms', 'code': 'baby_changing_rooms_services_&_amenities', 'created_at': '2023-10-16T17:13:51.110+00:00', 'updated_at': '2023-10-27T09:34:53.160+00:00', 'parent_poi_category_id': 6108, 'custom_fields': [{'key': 'name_ar', 'value': 'غرفة تغيير ملابس الأطفال'}], 'public': False}]",,,,29,
536419,2024-01-29T17:42:38.013+00:00,2024-01-29T17:42:38.013+00:00,Fountains,"{'floor_id': 104, 'x': 852.935072046477, 'y': 782.588405178594, 'lat': 24.450700524709834, 'lng': 54.64352515417209, 'radius': 5, 'georeferences': {'lat': 24.450700524709834, 'lng': 54.64352515417209}, 'cartesians': {'x': 852.935072046477, 'y': 782.588405178594}}",29,Fountain,,"[{'key': 'X_Data', 'value': '1025'}, {'key': 'priority', 'value': '6'}, {'key': 'name_ar', 'value': 'نافورة'}, {'key': 'info_ar', 'value': ''}]",6245,"[{'id': 6245, 'name': 'Fountains', 'icon_url': '/uploads/poicategory/default.png', 'selected_icon_url': '/uploads/poicategoryselected/default.png', 'name_es': 'Fountains', 'name_en': 'Fountains', 'code': 'fountains_services_&_amenities', 'created_at': '2023-10-31T16:38:53.134+00:00', 'updated_at': '2023-11-15T10:47:04.268+00:00', 'parent_poi_category_id': 6108, 'custom_fields': [{'key': 'name_ar', 'value': 'نوافير'}], 'public': False}]",,,,29,
536444,2024-01-29T17:42:38.053+00:00,2024-04-18T06:51:47.375+00:00,Information and meeting points,"{'floor_id': 106, 'x': 576.9591803187826, 'y': 956.914969600663, 'lat': 24.45223663776309, 'lng': 54.64077773784377, 'radius': 5, 'georeferences': {'lat': 24.45223663776309, 'lng': 54.64077773784377}, 'cartesians': {'x': 576.9591803187826, 'y': 956.914969600663}}",29,Arrivals Board,,"[{'key': 'X_Data', 'value': '1050'}, {'key': 'priority', 'value': '6'}, {'key': 'name_ar', 'value': 'لوحة القادمون'}, {'key': 'info_ar', 'value': ''}]",6121,"[{'id': 6121, 'name': 'Information and meeting points', 'icon_url': '/uploads/poicategory/default.png', 'selected_icon_url': '/uploads/poicategoryselected/default.png', 'name_es': 'Information and meeting points', 'name_en': 'Information and meeting points', 'code': 'information_and_meeting_points_services_&_amenities', 'created_at': '2023-10-16T17:13:52.215+00:00', 'updated_at': '2023-10-27T09:31:26.903+00:00', 'parent_poi_category_id': 6108, 'custom_fields': [{'key': 'name_ar', 'value': 'مكاتب المعلومات ونقاط الالتقاء'}], 'public': False}]",,,,29,
536420,2024-01-29T17:42:38.014+00:00,2024-01-29T17:42:38.014+00:00,Transfers,"{'floor_id': 108, 'x': 877.7101719044431, 'y': 806.7168186979748, 'lat': 24.450921705956674, 'lng': 54.643765884131895, 'radius': 5, 'georeferences': {'lat': 24.450921705956674, 'lng': 54.643765884131895}, 'cartesians': {'x': 877.7101719044431, 'y': 806.7168186979748}}",29,Transfer – First & Business Class,,"[{'key': 'X_Data', 'value': '1026'}, {'key': 'priority', 'value': '2'}, {'key': 'name_ar', 'value': 'تحويل الرحلات- درجة الأعمال والدرجة الأولى'}, {'key': 'info_ar', 'value': ''}]",6129,"[{'id': 6129, 'name': 'Transfers', 'icon_url': '/uploads/poicategory/default.png', 'selected_icon_url': '/uploads/poicategoryselected/default.png', 'name_es': 'Transfers', 'name_en': 'Transfers', 'code': 'transfers_travel_&_transit', 'created_at': '2023-10-16T17:13:53.683+00:00', 'updated_at': '2023-10-27T09:34:11.459+00:00', 'parent_poi_category_id': 6112, 'custom_fields': [{'key': 'name_ar', 'value': 'الترانزيت'}], 'public': False}]",,,,29,
536421,2024-01-29T17:42:38.016+00:00,2024-01-29T17:42:38.016+00:00,Smoking Cabin,"{'floor_id': 108, 'x': 903.7333156380472, 'y': 823.4324235826987, 'lat': 24.451076140742863, 'lng': 54.644020023436056, 'radius': 5, 'georeferences': {'lat': 24.451076140742863, 'lng': 54.644020023436056}, 'cartesians': {'x': 903.7333156380472, 'y': 823.4324235826987}}",29,Smoking Cabin,,"[{'key': 'X_Data', 'value': '1027'}, {'key': 'priority', 'value': '6'}, {'key': 'name_ar', 'value': 'غرفة التدخين'}, {'key': 'info_ar', 'value': ''}]",6246,"[{'id': 6246, 'name': 'Smoking Cabin', 'icon_url': '/uploads/poicategory/default.png', 'selected_icon_url': '/uploads/poicategoryselected/default.png', 'name_es': 'Smoking Cabin', 'name_en': 'Smoking Cabin', 'code': 'smoking_cabin_services_&_amenities', 'created_at': '2023-10-31T16:39:24.527+00:00', 'updated_at': '2023-10-31T18:50:57.276+00:00', 'parent_poi_category_id': 6108, 'custom_fields': [{'key': 'name_ar', 'value': 'غرفة التدخين'}], 'public': False}]",,,,29,
536422,2024-01-29T17:42:38.018+00:00,2024-01-29T17:42:38.018+00:00,Baby Changing Rooms,"{'floor_id': 108, 'x': 762.6638054822741, 'y': 673.5785848709947, 'lat': 24.449704196789966, 'lng': 54.64265115930509, 'radius': 5, 'georeferences': {'lat': 24.449704196789966, 'lng': 54.64265115930509}, 'cartesians': {'x': 762.6638054822741, 'y': 673.5785848709947}}",29,Baby Changing Room,,"[{'key': 'X_Data', 'value': '1028'}, {'key': 'priority', 'value': '6'}, {'key': 'name_ar', 'value': 'مرفق تبديل ملابس الأطفال'}, {'key': 'info_ar', 'value': ''}]",6115,"[{'id': 6115, 'name': 'Baby Changing Rooms', 'icon_url': '/uploads/poicategory/default.png', 'selected_icon_url': '/uploads/poicategoryselected/default.png', 'name_es': 'Baby Changing Rooms', 'name_en': 'Baby Changing Rooms', 'code': 'baby_changing_rooms_services_&_amenities', 'created_at': '2023-10-16T17:13:51.110+00:00', 'updated_at': '2023-10-27T09:34:53.160+00:00', 'parent_poi_category_id': 6108, 'custom_fields': [{'key': 'name_ar', 'value': 'غرفة تغيير ملابس الأطفال'}], 'public': False}]",,,,29,
536455,2024-01-29T17:42:38.071+00:00,2024-04-18T06:55:49.549+00:00,Banks & ATMs,"{'floor_id': 109, 'x': 708.4160315897215, 'y': 929.7690347539163, 'lat': 24.45200947610972, 'lng': 54.64207811885556, 'radius': 5, 'georeferences': {'lat': 24.45200947610972, 'lng': 54.64207811885556}, 'cartesians': {'x': 708.4160315897215, 'y': 929.7690347539163}}",29,Tax Planet,,"[{'key': 'X_Data', 'value': '1061'}, {'key': 'priority', 'value': '3'}, {'key': 'name_ar', 'value': 'تاكس بلانيت'}, {'key': 'info_ar', 'value': ''}]",6123,"[{'id': 6123, 'name': 'Banks & ATMs', 'icon_url': '/uploads/poicategory/default.png', 'selected_icon_url': '/uploads/poicategoryselected/default.png', 'name_es': 'Banks & ATMs', 'name_en': 'Banks & ATMs', 'code': 'banks_&_atms_shopping', 'created_at': '2023-10-16T17:13:52.565+00:00', 'updated_at': '2023-10-27T09:30:58.753+00:00', 'parent_poi_category_id': 6110, 'custom_fields': [{'key': 'name_ar', 'value': 'البنوك وأجهزة الصراف الآلي'}], 'public': False}]",,,,29,
536423,2024-01-29T17:42:38.019+00:00,2024-01-29T17:42:38.019+00:00,Trolleys,"{'floor_id': 109, 'x': 576.5268626659099, 'y': 816.7151665973769, 'lat': 24.450970978983495, 'lng': 54.64079431524338, 'radius': 5, 'georeferences': {'lat': 24.450970978983495, 'lng': 54.64079431524338}, 'cartesians': {'x': 576.5268626659099, 'y': 816.7151665973769}}",29,Trolleys,,"[{'key': 'X_Data', 'value': '1029'}, {'key': 'priority', 'value': '6'}, {'key': 'name_ar', 'value': 'عربات'}, {'key': 'info_ar', 'value': ''}]",6118,"[{'id': 6118, 'name': 'Trolleys', 'icon_url': '/uploads/poicategory/default.png', 'selected_icon_url': '/uploads/poicategoryselected/default.png', 'name_es': 'Trolleys', 'name_en': 'Trolleys', 'code': 'trolleys_services_&_amenities', 'created_at': '2023-10-16T17:13:51.642+00:00', 'updated_at': '2023-10-27T09:33:45.963+00:00', 'parent_poi_category_id': 6108, 'custom_fields': [{'key': 'name_ar', 'value': 'العربات'}], 'public': False}]",,,,29,
536424,2024-01-29T17:42:38.021+00:00,2024-01-29T17:42:38.021+00:00,Trolleys,"{'floor_id': 109, 'x': 595.000181286044, 'y': 845.0353247088917, 'lat': 24.45122914208831, 'lng': 54.640972277851354, 'radius': 5, 'georeferences': {'lat': 24.45122914208831, 'lng': 54.640972277851354}, 'cartesians': {'x': 595.000181286044, 'y': 845.0353247088917}}",29,Trolleys,,"[{'key': 'X_Data', 'value': '1030'}, {'key': 'priority', 'value': '6'}, {'key': 'name_ar', 'value': 'عربات'}, {'key': 'info_ar', 'value': ''}]",6118,"[{'id': 6118, 'name': 'Trolleys', 'icon_url': '/uploads/poicategory/default.png', 'selected_icon_url': '/uploads/poicategoryselected/default.png', 'name_es': 'Trolleys', 'name_en': 'Trolleys', 'code': 'trolleys_services_&_amenities', 'created_at': '2023-10-16T17:13:51.642+00:00', 'updated_at': '2023-10-27T09:33:45.963+00:00', 'parent_poi_category_id': 6108, 'custom_fields': [{'key': 'name_ar', 'value': 'العربات'}], 'public': False}]",,,,29,
536425,2024-01-29T17:42:38.023+00:00,2024-01-29T17:42:38.023+00:00,Fountains,"{'floor_id': 106, 'x': 593.0233303128864, 'y': 1002.6141170679604, 'lat': 24.452651355203884, 'lng': 54.64092935934764, 'radius': 5, 'georeferences': {'lat': 24.452651355203884, 'lng': 54.64092935934764}, 'cartesians': {'x': 593.0233303128864, 'y': 1002.6141170679604}}",29,Fountain,,"[{'key': 'X_Data', 'value': '1031'}, {'key': 'priority', 'value': '6'}, {'key': 'name_ar', 'value': 'نافورة'}, {'key': 'info_ar', 'value': ''}]",6245,"[{'id': 6245, 'name': 'Fountains', 'icon_url': '/uploads/poicategory/default.png', 'selected_icon_url': '/uploads/poicategoryselected/default.png', 'name_es': 'Fountains', 'name_en': 'Fountains', 'code': 'fountains_services_&_amenities', 'created_at': '2023-10-31T16:38:53.134+00:00', 'updated_at': '2023-11-15T10:47:04.268+00:00', 'parent_poi_category_id': 6108, 'custom_fields': [{'key': 'name_ar', 'value': 'نوافير'}], 'public': False}]",,,,29,
536451,2024-01-29T17:42:38.064+00:00,2024-04-18T06:56:52.110+00:00,Shops,"{'floor_id': 109, 'x': 793.3535094319744, 'y': 748.9373516988095, 'lat': 24.450388645227477, 'lng': 54.64294260004243, 'radius': 5, 'georeferences': {'lat': 24.450388645227477, 'lng': 54.64294260004243}, 'cartesians': {'x': 793.3535094319744, 'y': 748.9373516988095}}",29,WHSmith,,"[{'key': 'X_Data', 'value': '1057'}, {'key': 'priority', 'value': '3'}, {'key': 'name_ar', 'value': 'دبليو إتش سميث'}, {'key': 'info_ar', 'value': ''}]",6122,"[{'id': 6122, 'name': 'Shops', 'icon_url': '/uploads/poicategory/default.png', 'selected_icon_url': '/uploads/poicategoryselected/default.png', 'name_es': 'Shops', 'name_en': 'Shops', 'code': 'shops_shopping', 'created_at': '2023-10-16T17:13:52.392+00:00', 'updated_at': '2023-10-27T09:34:39.717+00:00', 'parent_poi_category_id': 6110, 'custom_fields': [{'key': 'name_ar', 'value': 'المحلات التجارية'}], 'public': False}]",,,,29,
